age,income,spend_score,city,membership_years,purchased
39.96714153011233,102228.2611407594,15.044059441989766,Bangalore,0.6766836190000158,0
33.61735698828815,125825.99937128313,11.646663378057614,Delhi,7.078350972297686,0
41.47688538100692,46434.37822834062,40.36723347535638,Delhi,5.4353821734264605,0
50.23029856408026,93511.26168057369,44.14968923029266,Bangalore,0.8172534574677826,1
32.658466252766644,64384.57834107615,7.70565182058467,Pune,4.583006415286564,0
32.6586304305082,68308.9907896473,56.55546129715925,Bangalore,4.8469628713004695,0
50.79212815507391,65782.54581826714,8.806449317179508,Pune,1.6577454016327575,0
42.67434729152909,59264.22152768442,35.2300021062578,Delhi,9.456981470002823,0
30.30525614065048,81164.51907067586,44.289268050349484,Delhi,8.49975371480662,0
40.42560043585965,60057.1972061351,53.03233268228862,Pune,6.690223373291083,0
30.365823071875376,86490.96381871613,44.5606943351511,Delhi,4.622955610006072,0
30.34270246429743,78794.28537322071,49.293316485768756,Pune,4.1176554158450855,0
37.41962271566034,74265.24687520617,24.33031039731153,Mumbai,6.509734671509541,0
18.0,58218.47211100167,50.00055614231166,Bangalore,5.454318694069055,0
18.0,66157.48806636002,10.326201704772458,Mumbai,0.6227310588188562,0
29.377124707590276,98129.38941981815,54.32009942726849,Pune,5.125026487703317,1
24.87168879665576,92022.01250298513,35.56998831230175,Bangalore,8.064036172328395,1
38.142473325952736,56538.67412483478,50.13407957797466,Pune,4.59239877596958,0
25.91975924478789,82383.97533030143,30.425187363988204,Bangalore,0.5195657755426841,0
20.876962986647086,98033.29096092294,40.75319554061235,Bangalore,7.862781993840331,1
49.65648768921554,39934.27325308708,34.425743690550114,Bangalore,2.013637821359744,0
32.74223699513465,93040.64461711847,45.50583417478792,Bangalore,2.586208348880388,1
35.67528204687924,64097.029785299674,10.408019029651836,Pune,1.647063534322959,0
20.752518137865437,93694.36804623583,9.259012535490445,Bangalore,3.302150648714975,0
29.55617275474817,61681.7802429796,19.34357463654791,Bangalore,7.56751505688635,0
36.10922589709866,36682.82958405154,14.615412726112172,Mumbai,5.193858595039373,0
23.490064225776973,40938.9814908041,53.076312595978884,Delhi,2.048812741507126,0
38.75698018345672,81154.03871987318,17.83755531733439,Delhi,8.778300781520409,0
28.99361310081195,86233.34004131558,58.69672381423309,Mumbai,8.795818549515293,0
32.08306250206724,58296.4009974942,24.19237275563977,Mumbai,8.70578425046007,0
28.98293387770603,95326.21901065699,15.834367447189761,Pune,2.3879621138153926,0
53.522781845089376,40123.51850554496,48.64371938569387,Pune,4.512393441809881,0
34.86502775262066,78414.0848324644,41.570219877047315,Pune,9.849896561408752,0
24.422890710441,50935.61120570105,32.9025686884695,Mumbai,7.720124763099903,0
43.225449121031886,64355.933412748185,35.989631750632086,Mumbai,0.2716742122555982,0
22.791563500289776,81137.56811159395,44.83689602670224,Bangalore,0.6520459126049205,0
37.08863595004755,59350.079233185155,18.33655603189013,Pune,4.639313768123328,0
18.0,70770.6669384842,59.80203146706406,Pune,9.092202058615602,0
21.718139511015693,104151.02742114657,58.638830755926286,Pune,5.387017979527142,1
36.96861235869123,66154.59513144444,41.117587062734586,Delhi,4.978125080342903,0
42.38466579995411,100056.6106895634,16.77529235017384,Bangalore,1.0547369995663058,0
36.7136828118997,52887.03548821717,42.73232509128973,Pune,6.5678010472429404,0
33.843517176117594,92715.30026996678,9.898714084875495,Pune,8.221031606002255,0
31.988963044107116,114597.64689578961,7.655235119113527,Pune,3.8042000750756233,0
20.214780096325725,32000.0,19.91487597960554,Delhi,7.756118509253275,0
27.801557916052914,60874.513868708564,30.981639663923083,Delhi,9.644766539008115,0
30.393612290402125,93849.73105233297,52.88671529205255,Mumbai,2.037664591276891,1
45.57122226218915,75126.91073496819,45.26712976738063,Bangalore,5.233296311947413,0
38.43618289568462,88907.50096091142,46.10615214479897,Mumbai,2.871379580845756,1
18.0,65504.3555188203,28.97664006019607,Bangalore,7.9285441903383935,0
38.24083969394795,82078.15489934961,24.680489597535995,Delhi,5.775933658811575,0
31.149177195836835,76263.7463505901,26.036093201168548,Pune,6.345824175503037,0
28.230779996940413,108026.76947983539,59.33307644174711,Mumbai,7.979141596158941,1
41.11676288840868,86106.10023922911,8.165896336274054,Pune,3.959704726624549,0
45.30999522495951,88102.46388980486,52.81970079061222,Mumbai,9.150900684070432,1
44.31280119116199,70114.95281306078,37.248472062909244,Delhi,5.3302886724614,0
26.60782476777361,68297.45062226016,29.685232636237885,Delhi,1.57954822835348,0
31.907876241487852,69618.60349232909,45.16391366241737,Delhi,6.958991181688025,0
38.31263431403564,89466.85141707913,32.280122836933955,Mumbai,7.932613504382544,1
44.75545127122359,69896.3724603137,53.16485485640967,Bangalore,3.1676167706752665,0
30.2082576215471,86954.59656551392,54.637900656607954,Mumbai,8.57179256998753,0
33.14341023336183,129809.61916749054,28.772930051166593,Bangalore,9.061432547657663,0
23.93665025993972,100906.99288236062,20.948701050692787,Mumbai,2.769044873778089,0
23.03793375919329,72175.43522797182,37.98691774404156,Mumbai,9.83521472715222,0
43.125258223941984,108829.13413193468,55.26762066330131,Delhi,1.4071152804875842,1
48.56240028570823,70206.19104748276,17.375758206305996,Pune,2.0201566840249,0
34.27989878419666,32000.0,39.64019551242807,Pune,1.8422483923802613,0
45.03532897892024,55805.92853798231,40.10425188499611,Bangalore,8.939897100078705,0
38.61636025047634,35100.99389537947,45.58810321042517,Pune,6.542925523249618,0
28.54880245394876,71563.67638300858,13.10465499687203,Mumbai,1.5210428322227287,0
38.61395605508414,80442.04110054925,44.654548092832776,Mumbai,4.40323418368349,0
50.38036566465969,120234.49549460679,55.08775611594461,Delhi,6.15298025069802,1
34.64173960890049,87846.25697033992,15.702887878993065,Delhi,0.8346408498938329,0
50.64643655814006,74741.58730858726,18.827339545889387,Pune,8.824163684073387,0
18.0,99905.73394840374,58.45533507824854,Bangalore,8.036035354415352,1
43.21902504375224,32000.0,15.772755446312447,Pune,5.052067735766382,0
35.870470682381715,85654.74939460559,52.13679504195728,Pune,9.671266152591704,0
32.009926495341325,98500.7646532872,32.58300424819387,Pune,4.177609792750997,1
35.91760776535502,44513.930101283804,19.350478017771557,Pune,9.841103190364976,0
18.0,107450.09703696631,53.02049466871562,Mumbai,6.67919998803627,1
32.80328112162488,88123.91377986595,30.04648377014393,Bangalore,6.346712732539414,1
38.57112571511746,70033.09006638078,33.800137112203274,Mumbai,1.65954895295785,0
49.77894044741516,95186.76478655083,25.39860194758735,Bangalore,8.81927758304644,0
29.81729781726353,134496.62858730552,38.01934597748608,Delhi,4.274896879206152,1
26.91506397106812,84364.79012140389,14.830289119591228,Pune,1.6223340578247936,0
29.98242956415464,85957.29407120807,27.118402979195082,Mumbai,0.1260751997575904,0
44.15402117702074,68975.33841103414,58.348265406105526,Bangalore,5.597556836383825,0
38.287511096596845,59603.735132845,19.939205365860886,Delhi,5.273996221226764,0
29.702397962329613,99928.0595970619,41.463779885229776,Delhi,7.193536223691586,1
40.13267433113356,59453.988178187195,23.56026346813352,Pune,8.902580530178021,0
35.9707754934804,81717.58969326543,47.767548787076436,Bangalore,0.7940658464302952,0
44.68644990532889,68536.2212776372,13.06717767879089,Mumbai,7.314964903403624,0
27.979469061226474,91495.51581791342,58.37033643424141,Pune,1.8741194409758224,1
31.72337853402232,88007.89052688678,30.50463523471652,Mumbai,8.581770531571639,1
31.078918468678424,104900.9586621896,18.746725020709054,Delhi,8.19063513861656,0
20.36485051867881,67759.60642748607,9.968824355820683,Mumbai,5.407937549855443,0
37.96120277064576,73523.00155295909,15.166926874727201,Mumbai,7.102427986233115,0
37.610552721798896,56509.67082122462,34.06779322202495,Pune,3.143501131837484,0
35.05113456642461,69336.96175817333,24.198171527289464,Mumbai,4.7116789893281465,0
32.65412866624853,89055.21183307646,50.759701757660906,Pune,8.216368977104716,1
20.84629257949586,98167.72679948846,29.26792627773752,Delhi,4.592651971732139,0
30.79354677234641,57868.03221973699,19.430570719732017,Pune,3.577982653254418,0
31.572854834732304,100870.54208253586,39.32582927661762,Pune,4.942124472502999,1
26.97722730778381,112535.30861131882,44.16596971181408,Bangalore,8.282492524372184,1
33.387142883339905,89922.43767736884,15.02026302665129,Mumbai,3.3520804737087277,0
39.04050856814538,125043.0995013936,15.051437679569153,Delhi,1.737615931357438,0
53.8618590121053,61429.059221514246,7.980257054411321,Pune,7.120140203307807,0
36.74577812831839,50128.287120525994,45.76570881354459,Delhi,8.259782127080818,0
37.57550390722764,37310.71402629732,41.845444491577474,Bangalore,1.0063747852353333,0
34.25554084233833,115905.0634757404,31.63006729048995,Mumbai,2.3987411275594472,1
18.0,95704.77575249739,51.585204244336644,Pune,1.419719897609939,1
34.73486124550783,78665.96789814907,49.506188259302874,Mumbai,3.4794141158216663,0
35.60230209941027,86719.24703167568,37.60913567742462,Bangalore,4.503509789054126,0
59.63242112485286,52988.262864838965,52.886649147715964,Bangalore,7.488263369633064,0
33.076390352188774,138698.04751080382,17.115425341985485,Delhi,6.511475848816741,0
38.015473423336125,83101.30836740547,12.043659447477305,Pune,6.209285674784312,0
34.65288230294757,82625.47507051744,20.566479021917438,Delhi,3.523749466096544,0
23.31321962380468,97418.39897356862,9.082690228823001,Bangalore,8.4144755308476,0
