age,income,spend_score,city,membership_years,purchased
39.96714153011233,63892.66321297462,25.07343240331628,Bangalore,0.6766836190000158,0
33.61735698828815,78641.24960705196,19.78882978314679,Delhi,7.078350972297686,0
41.47688538100692,29021.486392712883,68.03403602302272,Delhi,5.4353821734264605,0
50.23029856408026,58444.53855035856,74.7154489230142,Bangalore,0.8172534574677826,1
32.658466252766644,40240.361463172594,14.352302514824093,Pune,4.583006415286564,0
32.6586304305082,42693.11924352956,96.14502909629684,Bangalore,4.8469628713004695,0
50.79212815507391,41114.09113641696,16.939047167760254,Pune,1.6577454016327575,0
42.67434729152909,37040.13845480276,61.35319975027439,Delhi,9.456981470002823,0
30.30525614065048,50727.82441917241,76.82593375326275,Delhi,8.49975371480662,0
40.42560043585965,37535.748253834434,91.77059166644405,Pune,6.690223373291083,0
30.365823071875376,54056.85238669758,78.0228710296901,Delhi,4.622955610006072,0
30.34270246429743,49246.42835826294,86.2809117196652,Pune,4.1176554158450855,0
37.41962271566034,46415.77929700386,45.04476706809219,Mumbai,6.509734671509541,0
18.0,36386.54506937604,88.19577228058466,Bangalore,5.454318694069055,0
18.0,41348.43004147501,22.437376320432897,Mumbai,0.6227310588188562,0
29.377124707590276,61330.86838738634,96.12420270050487,Pune,5.125026487703317,1
24.87168879665576,57513.75781436571,65.23568669868648,Bangalore,8.064036172328395,1
38.142473325952736,35336.67132802174,89.8687179969459,Pune,4.59239877596958,0
25.91975924478789,51489.98458143839,57.37785857068623,Bangalore,0.5195657755426841,0
20.876962986647086,61270.80685057683,74.94612074944801,Bangalore,7.862781993840331,1
49.65648768921554,24958.920783179423,64.75277723214846,Bangalore,2.013637821359744,0
32.74223699513465,58150.40288569903,83.56937290866145,Bangalore,2.586208348880388,1
35.67528204687924,40060.643615812296,25.420036399755237,Pune,1.647063534322959,0
20.752518137865437,58558.98002889739,23.84916771607307,Bangalore,3.302150648714975,0
29.55617275474817,38551.11265186225,40.99791066874673,Bangalore,7.56751505688635,0
36.10922589709866,22926.768490032213,33.45565588843546,Mumbai,5.193858595039373,0
23.490064225776973,25586.86343175256,97.89192578450908,Delhi,2.048812741507126,0
38.75698018345672,50721.27419992073,39.49206938953189,Delhi,8.778300781520409,0
28.99361310081195,53895.83752582223,107.91860669099101,Mumbai,8.795818549515293,0
32.08306250206724,36435.25062343387,50.73567849353815,Mumbai,8.70578425046007,0
28.98293387770603,59578.88688166061,37.12627794698467,Pune,2.3879621138153926,0
53.522781845089376,25077.1990659656,92.12530984507983,Pune,4.512393441809881,0
34.86502775262066,49008.80302029025,80.6489800294896,Pune,9.849896561408752,0
24.422890710441,31834.75700356315,66.51167651717304,Mumbai,7.720124763099903,0
43.225449121031886,40222.45838296761,71.96139904373719,Mumbai,0.2716742122555982,0
22.791563500289776,50710.98006974621,87.0071838844683,Bangalore,0.6520459126049205,0
37.08863595004755,37093.79952074072,43.13591475900674,Pune,4.639313768123328,0
18.0,44231.66683655262,112.53651892559094,Pune,9.092202058615602,0
21.718139511015693,65094.39213821661,110.88473978067839,Pune,5.387017979527142,1
36.96861235869123,41346.62195715277,81.9648635922388,Delhi,4.978125080342903,0
42.38466579995411,62535.38168097712,41.671776299379886,Bangalore,1.0547369995663058,0
36.7136828118997,33054.397180135726,85.20600973481297,Pune,6.5678010472429404,0
33.843517176117594,57947.06266872924,30.75084801913038,Pune,8.221031606002255,0
31.988963044107116,71623.5293098685,27.274155368218583,Pune,3.8042000750756233,0
20.214780096325725,20000.0,47.964151140683995,Delhi,7.756118509253275,0
27.801557916052914,38046.57116794285,66.66074856216581,Delhi,9.644766539008115,0
30.393612290402125,58656.081907708096,103.41583960881397,Mumbai,2.037664591276891,1
45.57122226218915,46954.31920935511,90.95771447433084,Bangalore,5.233296311947413,0
38.43618289568462,55567.188100569634,92.59173554819594,Mumbai,2.871379580845756,1
18.0,40940.22219926269,64.27258149550983,Bangalore,7.9285441903383935,0
38.24083969394795,51298.8468120935,57.336663732111596,Delhi,5.775933658811575,0
31.149177195836835,47664.84146911881,59.814556307700855,Pune,6.345824175503037,0
28.230779996940413,67516.73092489711,115.52222387758036,Mumbai,7.979141596158941,1
41.11676288840868,53816.31264951819,30.4503522638758,Pune,3.959704726624549,0
45.30999522495951,55064.039931128034,105.07411422012049,Mumbai,9.150900684070432,1
44.31280119116199,43821.84550816299,79.31674189660617,Delhi,5.3302886724614,0
26.60782476777361,42685.9066389126,66.89986998699621,Delhi,1.57954822835348,0
31.907876241487852,43511.62718270568,92.87998315946685,Delhi,6.958991181688025,0
38.31263431403564,55916.78213567445,71.58302920556488,Mumbai,7.932613504382544,1
44.75545127122359,43685.232787696055,106.56060315918795,Bangalore,3.1676167706752665,0
30.2082576215471,54346.62285344619,109.17896271566039,Mumbai,8.57179256998753,0
33.14341023336183,81131.01197968159,66.22749931788084,Bangalore,9.061432547657663,0
23.93665025993972,63066.87055147538,53.3374203755917,Mumbai,2.769044873778089,0
23.03793375919329,45109.647017482384,81.87817908746523,Mumbai,9.83521472715222,0
43.125258223941984,68018.20883245918,110.81645840187213,Delhi,1.4071152804875842,1
48.56240028570823,43878.86940467673,47.79379007269149,Pune,2.0201566840249,0
34.27989878419666,20000.0,85.02490280307934,Pune,1.8422483923802613,0
45.03532897892024,34878.70533623894,85.91528463276254,Bangalore,8.939897100078705,0
38.61636025047634,21938.12118461217,95.16518698566566,Pune,6.542925523249618,0
28.54880245394876,44727.29773938037,41.12941308255226,Mumbai,1.5210428322227287,0
38.61395605508414,50276.27568784328,93.80899415270393,Mumbai,4.40323418368349,0
